# ─────────────────┬────────────┬──────────┬───────────────────────────────────────────┐
#│     Regime      │  UT date   │ Exposure │                   Moon                    │
#├─────────────────┼────────────┼──────────┼───────────────────────────────────────────┤
#│ dark            │ 2026-03-15 │ 1200 s   │ 16% lit, below horizon, 135° away,        │
#│                 │            │          │ airmass 1.23                              │
#├─────────────────┼────────────┼──────────┼───────────────────────────────────────────┤
#│ grey            │ 2026-02-23 │ 600 s    │ 34% lit, above horizon, 37° away, airmass │
#│                 │            │          │  1.37                                     │
#├─────────────────┼────────────┼──────────┼───────────────────────────────────────────┤
#│ bright          │ 2026-06-03 │ 600 s    │ 92% lit, above horizon, 32° away, airmass │
#│ ("light")       │            │          │  1.31                                     │
#└─────────────────┴────────────┴──────────┴───────────────────────────────────────────
moon_regime,channel,night,frame,mjd,texp_s,airmass,slit_arcsec,binspat,binspec,moon_illum,moon_alt_deg,moon_sep_deg,wavelength_A,sb_ab_mag_arcsec2,flam_erg_s_cm2_A_arcsec2,segment
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5533.343,20.2636,2.788800e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5534.606,20.2298,2.875572e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5535.869,20.2317,2.869348e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5537.132,20.2627,2.787123e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5538.395,20.2628,2.785645e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5539.658,20.2123,2.917007e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5540.920,20.2267,2.877371e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5542.183,20.1770,3.010664e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5543.445,20.1716,3.024370e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5544.708,20.1838,2.989018e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5545.970,20.1952,2.956626e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5547.231,20.2062,2.925364e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5548.494,20.2242,2.876101e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5549.755,20.2152,2.898578e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5551.017,20.2091,2.913562e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5552.278,20.2111,2.906966e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5553.539,20.2345,2.843803e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5554.800,20.2178,2.886505e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5556.062,20.1931,2.951502e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5557.322,20.2152,2.890787e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5558.583,20.2382,2.828952e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5559.843,20.2124,2.895534e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5561.104,20.2401,2.821416e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5562.364,20.1492,3.066346e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5563.624,20.1584,3.039136e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5564.884,20.1434,3.080103e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5566.144,20.1833,2.967465e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5567.404,20.2036,2.911173e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5568.664,20.2158,2.877261e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5569.923,20.1650,3.013727e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5571.182,20.1307,3.109309e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5572.441,20.1644,3.012695e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5573.700,20.0624,3.308099e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5574.959,17.9910,2.228078e-16,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5576.218,17.0746,5.179422e-16,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5577.477,17.0919,5.095367e-16,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5578.735,17.5921,3.213058e-16,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5579.993,20.1288,3.104672e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5581.251,20.2110,2.877200e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5582.510,20.2114,2.874768e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5583.768,20.2227,2.843607e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5585.025,20.2219,2.844610e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5586.283,20.2340,2.811639e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5587.541,20.1615,3.004588e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5588.798,20.1568,3.016243e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5590.055,20.1371,3.069956e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5591.312,20.1812,2.946579e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5592.569,20.2399,2.790166e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5593.826,20.2158,2.851645e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5595.082,20.2165,2.848473e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5596.339,20.1731,2.963331e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5597.595,20.1801,2.942862e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5598.851,20.1993,2.889962e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5600.107,20.2065,2.869521e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5601.363,20.2156,2.844539e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5602.619,20.1982,2.888955e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5603.875,20.1290,3.077959e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5605.130,20.1256,3.086078e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5606.385,20.1313,3.068428e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5607.641,20.1907,2.903775e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5608.896,20.2145,2.839747e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5610.150,20.2284,2.802240e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5611.405,20.2311,2.794018e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5612.660,20.2079,2.853190e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5613.915,20.2219,2.815347e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5615.169,20.2275,2.799474e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5616.423,20.1833,2.914730e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5617.677,20.2231,2.808535e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5618.931,20.2068,2.849747e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5620.185,20.2108,2.837925e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5621.438,20.2004,2.863900e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5622.692,20.1305,3.052982e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5623.945,20.1604,2.968648e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5625.198,20.1803,2.913597e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5626.451,20.2360,2.766696e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5627.704,20.2238,2.796771e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5628.957,20.1787,2.913965e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5630.209,20.2032,2.847617e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5631.462,20.1994,2.856346e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5632.714,20.1957,2.864987e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5633.967,20.1944,2.867076e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5635.219,20.2116,2.820661e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5636.471,20.2086,2.827272e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5637.722,20.2039,2.838180e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5638.974,20.2199,2.795584e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5640.225,20.2290,2.771026e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5641.477,20.2016,2.840404e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5642.728,20.2113,2.814002e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5643.979,20.1750,2.908365e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5645.229,20.1643,2.935836e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5646.480,20.1871,2.873608e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5647.731,20.2154,2.798409e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5648.981,20.2009,2.834779e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5650.231,20.2227,2.777129e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5651.482,20.2129,2.801175e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5652.731,20.2255,2.767643e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5653.981,20.1926,2.851472e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5655.231,20.2081,2.809812e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5656.481,20.2004,2.828485e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5657.730,20.2289,2.754161e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5658.979,20.2301,2.749931e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5660.229,20.2304,2.747756e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5661.478,20.1980,2.829953e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5662.726,20.2178,2.777583e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5663.975,20.2084,2.800318e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5665.223,20.1904,2.845952e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5666.472,20.1509,2.950221e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5667.720,20.1333,2.996915e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5668.968,20.1512,2.946741e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5670.216,20.1479,2.954399e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5671.464,20.0959,3.097779e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5672.711,20.1159,3.040136e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5673.958,20.1278,3.005595e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5675.206,20.1426,2.963503e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5676.453,20.1770,2.869892e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5677.700,20.1259,3.007003e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5678.947,20.1820,2.854106e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5680.194,20.1085,3.052867e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5681.440,20.1220,3.013749e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5682.687,20.1015,3.069950e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5683.933,20.0743,3.146243e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5685.179,20.0358,3.258374e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5686.425,20.0406,3.242564e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5687.671,20.0177,3.310218e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5688.917,20.0016,3.358307e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5690.162,19.9556,3.502019e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5691.408,20.0064,3.340441e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5692.653,20.1022,3.057049e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5693.898,20.0947,3.076841e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5695.143,20.1292,2.979501e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5696.388,20.1065,3.041060e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5697.632,20.0988,3.061309e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5698.876,20.1178,3.007018e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5700.121,20.1052,3.040625e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5701.365,20.1200,2.998323e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5702.609,20.1464,2.924921e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5703.853,20.1495,2.915405e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5705.097,20.1563,2.895873e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5706.340,20.1682,2.862997e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5707.583,20.1651,2.869868e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5708.827,20.1209,2.987947e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5710.070,20.1338,2.951418e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5711.313,20.1516,2.902185e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5712.556,20.0961,3.053041e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5713.798,20.0788,3.100683e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5715.041,20.0981,3.044765e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5716.283,20.1156,2.994720e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5717.525,20.1139,2.998096e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5718.767,20.1235,2.970285e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5720.009,20.1298,2.951890e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5721.251,20.1143,2.993203e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5722.492,20.1314,2.945163e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5723.734,20.1777,2.820923e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5724.975,20.1625,2.859435e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5726.216,20.1693,2.840311e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5727.457,20.1986,2.763568e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5728.698,20.2089,2.736247e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5729.938,20.0982,3.028725e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5731.179,20.1729,2.825957e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5732.419,20.1654,2.844441e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5733.660,20.1546,2.871488e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5734.899,20.1505,2.881264e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5736.140,20.1610,2.852178e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5737.379,20.1560,2.864180e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5738.619,20.1983,2.753513e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5739.858,20.1329,2.923171e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5741.098,20.1257,2.941435e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5742.336,20.1481,2.880016e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5743.576,20.1894,2.771459e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5744.814,20.2152,2.705094e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5746.053,20.2021,2.736691e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5747.292,20.1948,2.753953e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5748.530,20.1632,2.834296e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5749.768,20.1733,2.806659e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5751.006,20.1848,2.776053e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5752.244,20.1974,2.742670e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5753.481,20.1593,2.839358e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5754.719,20.1763,2.794105e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5755.957,20.1855,2.769334e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5757.193,20.1624,2.827625e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5758.431,20.1417,2.880879e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5759.667,20.2036,2.720165e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5760.904,20.1814,2.775187e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5762.141,20.0839,3.034586e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5763.377,20.1029,2.980600e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5764.614,20.1046,2.974807e-17,base
dark,G,20260315,0093,61114.272105,1200,1.228,1.5003,2.0,3.0,0.1559,-66.63,134.76,5765.850,20.0305,3.183494e-17,base
